,item,itemLabel,award,img url,gender,date of birth,place of birth,citizenship
14,http://www.wikidata.org/entity/Q23301,Roberto Benigni,best actor,https://upload.wikimedia.org/wikipedia/commons/6/63/Roberto_Benigni-5765.jpg,male,Mon Oct 27 00:00:00 1952,Castiglion Fiorentino,Italy
15,http://www.wikidata.org/entity/Q25144,Kevin Spacey,best actor,https://upload.wikimedia.org/wikipedia/commons/1/1c/Kevin_Spacey%2C_May_2013.jpg,male,Sun Jul 26 00:00:00 1959,South Orange,United States of America
16,http://www.wikidata.org/entity/Q28288,Eddie Redmayne,best actor,https://upload.wikimedia.org/wikipedia/commons/d/d5/Eddie_Redmayne_by_Gage_Skidmore.jpg,male,Wed Jan  6 00:00:00 1982,London,United Kingdom
17,http://www.wikidata.org/entity/Q34012,Marlon Brando,best actor,https://upload.wikimedia.org/wikipedia/commons/e/e5/Marlon_Brando_%28cropped%29.jpg,male,Thu Apr  3 00:00:00 1924,Omaha,United States of America
18,http://www.wikidata.org/entity/Q36949,Robert De Niro,best actor,https://upload.wikimedia.org/wikipedia/commons/5/58/Robert_De_Niro_Cannes_2016.jpg,male,Tue Aug 17 00:00:00 1943,New York City,United States of America
19,http://www.wikidata.org/entity/Q38111,Leonardo Dicaprio,best actor,https://upload.wikimedia.org/wikipedia/commons/4/46/Leonardo_Dicaprio_Cannes_2019.jpg,male,Mon Nov 11 00:00:00 1974,Hollywood,United States of America
20,http://www.wikidata.org/entity/Q39792,Jack Nicholson,best actor,https://upload.wikimedia.org/wikipedia/commons/1/19/Jack_Nicholson_2002_%28cropped%29.jpg,male,Thu Apr 22 00:00:00 1937,Neptune City,United States of America
21,http://www.wikidata.org/entity/Q40531,John Wayne,best actor,https://upload.wikimedia.org/wikipedia/commons/4/40/John_Wayne_portrait.jpg,male,Sun May 26 00:00:00 1907,Winterset,United States of America
22,http://www.wikidata.org/entity/Q41163,Al Pacino,best actor,https://upload.wikimedia.org/wikipedia/commons/5/56/Al_Pacino_-_Hummel.jpg,male,Thu Apr 25 00:00:00 1940,Manhattan,United States of America
23,http://www.wikidata.org/entity/Q41163,Al Pacino,best actor,https://upload.wikimedia.org/wikipedia/commons/5/56/Al_Pacino_-_Hummel.jpg,male,Thu Apr 25 00:00:00 1940,Manhattan,United States of America
24,http://www.wikidata.org/entity/Q41871,Paul Newman,best actor,https://upload.wikimedia.org/wikipedia/commons/1/12/Paul_Newman_Once_Upon_a_Wheel_1971.JPG,male,Mon Jan 26 00:00:00 1925,Shaker Heights,United States of America
25,http://www.wikidata.org/entity/Q42101,Denzel Washington,best actor,https://upload.wikimedia.org/wikipedia/commons/6/6d/Denzel_Washington_%2829479254650%29_%28cropped%29.jpg,male,Tue Dec 28 00:00:00 1954,Mount Vernon,United States of America
26,http://www.wikidata.org/entity/Q42869,Nicolas Cage,best actor,https://upload.wikimedia.org/wikipedia/commons/5/5d/Benjamin_Gates_%28et_le_Livre_des_secrets%29.jpg,male,Tue Jan  7 00:00:00 1964,Long Beach,United States of America
27,http://www.wikidata.org/entity/Q42930,Dustin Hoffman,best actor,https://upload.wikimedia.org/wikipedia/commons/3/3e/Dustin_Hoffman_Cannes.jpg,male,Sun Aug  8 00:00:00 1937,Los Angeles,United States of America
28,http://www.wikidata.org/entity/Q44221,Sean Penn,best actor,https://upload.wikimedia.org/wikipedia/commons/8/88/Seanpenn1.jpg,male,Wed Aug 17 00:00:00 1960,Santa Monica,United States of America
29,http://www.wikidata.org/entity/Q55245,Laurence Olivier,best actor,https://upload.wikimedia.org/wikipedia/commons/2/24/Laurence_Olivier_-_portrait.JPG,male,Wed May 22 00:00:00 1907,Dorking,United Kingdom
30,http://www.wikidata.org/entity/Q55245,Laurence Olivier,best actor,https://upload.wikimedia.org/wikipedia/commons/2/24/Laurence_Olivier_-_portrait.JPG,male,Wed May 22 00:00:00 1907,Dorking,United Kingdom
31,http://www.wikidata.org/entity/Q55264,Charles Laughton,best actor,https://upload.wikimedia.org/wikipedia/commons/6/66/Charles_Laughton-publicity2.JPG,male,Sat Jul  1 00:00:00 1899,Scarborough,United Kingdom
32,http://www.wikidata.org/entity/Q65932,Anthony Hopkins,best actor,https://upload.wikimedia.org/wikipedia/commons/a/ab/Anthony_Hopkins-Tuscan_Sun_Festival.jpg,male,Fri Dec 31 00:00:00 1937,Margam,United States of America
33,http://www.wikidata.org/entity/Q71243,Clark Gable,best actor,https://upload.wikimedia.org/wikipedia/commons/3/3a/Clark_Gable_-_publicity.JPG,male,Fri Feb  1 00:00:00 1901,Cadiz,United States of America
34,http://www.wikidata.org/entity/Q71275,Spencer Tracy,best actor,https://upload.wikimedia.org/wikipedia/commons/1/1c/Spencer_tracy_state_of_the_union.jpg,male,Thu Apr  5 00:00:00 1900,Milwaukee,United States of America
35,http://www.wikidata.org/entity/Q72984,Bing Crosby,best actor,https://upload.wikimedia.org/wikipedia/commons/9/99/Bing_Crosby_1951.jpg,male,Sun May  3 00:00:00 1903,Tacoma,United States of America
36,http://www.wikidata.org/entity/Q76895,Lee Marvin,best actor,https://upload.wikimedia.org/wikipedia/commons/8/88/Lee_marvin_1971.JPG,male,Tue Feb 19 00:00:00 1924,New York City,United States of America
37,http://www.wikidata.org/entity/Q77181,Emil Jannings,best actor,https://upload.wikimedia.org/wikipedia/commons/e/ee/Emil_Jannings_-_no_watermark.jpg,male,Wed Jul 23 00:00:00 1884,Rorschach,Germany
38,http://www.wikidata.org/entity/Q80739,Charlton Heston,best actor,https://upload.wikimedia.org/wikipedia/commons/d/dc/Charlton_Heston_-_1953.jpg,male,Thu Oct  4 00:00:00 1923,Evanston,United States of America
39,http://www.wikidata.org/entity/Q83492,Gary Oldman,best actor,https://upload.wikimedia.org/wikipedia/commons/d/da/Gary_Oldman_at_the_London_premiere_of_Tinker_Tailor_Soldier_Spy.png,male,Fri Mar 21 00:00:00 1958,London,United Kingdom
40,http://www.wikidata.org/entity/Q93957,Gary Cooper,best actor,https://upload.wikimedia.org/wikipedia/commons/2/27/Gary_cooper_promo_image.jpg,male,Tue May  7 00:00:00 1901,Helena,United States of America
41,http://www.wikidata.org/entity/Q94041,James Cagney,best actor,https://upload.wikimedia.org/wikipedia/commons/6/63/James_cagney_promo_photo_%28cropped%2C_centered%29.jpg,male,Mon Jul 17 00:00:00 1899,New York City,United States of America
42,http://www.wikidata.org/entity/Q94041,James Cagney,best actor,https://upload.wikimedia.org/wikipedia/commons/6/63/James_cagney_promo_photo_%28cropped%2C_centered%29.jpg,male,Mon Jul 17 00:00:00 1899,New York City,United States of America
43,http://www.wikidata.org/entity/Q94123,Jack Lemmon,best actor,https://upload.wikimedia.org/wikipedia/commons/b/b0/Jack_Lemmon_1988_ArM.jpg,male,Sun Feb  8 00:00:00 1925,Newton,United States of America
44,http://www.wikidata.org/entity/Q95002,William Holden,best actor,https://upload.wikimedia.org/wikipedia/commons/f/ff/Holden-portrait.jpg,male,Wed Apr 17 00:00:00 1918,O'Fallon,United States of America
45,http://www.wikidata.org/entity/Q102462,James Stewart,best actor,https://upload.wikimedia.org/wikipedia/commons/e/e8/Annex_-_Stewart%2C_James_%28Call_Northside_777%29_01.jpg,male,Wed May 20 00:00:00 1908,Indiana County,United States of America
46,http://www.wikidata.org/entity/Q102551,Ernest Borgnine,best actor,https://upload.wikimedia.org/wikipedia/commons/8/89/Ernest_Borgnine_McHale_McHale%27s_Navy_1962.JPG,male,Wed Jan 24 00:00:00 1917,Hamden,United States of America
47,http://www.wikidata.org/entity/Q102813,Yul Brynner,best actor,https://upload.wikimedia.org/wikipedia/commons/6/66/Yul_Brynner_in_The_Ten_Commandments_film_trailer.jpg,male,Sun Jul 11 00:00:00 1920,Vladivostok,Switzerland
48,http://www.wikidata.org/entity/Q103894,Alec Guinness,best actor,https://upload.wikimedia.org/wikipedia/commons/e/e9/Alec_Guinness_6_Allan_Warren.jpg,male,Thu Apr  2 00:00:00 1914,Marylebone,United Kingdom
49,http://www.wikidata.org/entity/Q104049,Sidney Poitier,best actor,https://upload.wikimedia.org/wikipedia/commons/8/8c/Poitier_cropped.jpg,male,Sun Feb 20 00:00:00 1927,Miami,United States of America
50,http://www.wikidata.org/entity/Q104514,Adrien Brody,best actor,https://upload.wikimedia.org/wikipedia/commons/e/e3/Adrien_Brody_2011_Shankbone.JPG,male,Sat Apr 14 00:00:00 1973,Woodhaven,United States of America
51,http://www.wikidata.org/entity/Q105825,William Hurt,best actor,https://upload.wikimedia.org/wikipedia/commons/6/60/William_Hurt_%282005%29_crop.jpg,male,Mon Mar 20 00:00:00 1950,"Washington, D.C.",United States of America
52,http://www.wikidata.org/entity/Q108366,Gregory Peck,best actor,https://upload.wikimedia.org/wikipedia/commons/2/28/Gregory_Peck_1948.jpg,male,Wed Apr  5 00:00:00 1916,La Jolla,United States of America
53,http://www.wikidata.org/entity/Q116983,Robert Donat,best actor,https://upload.wikimedia.org/wikipedia/commons/a/a8/GoodbyeMrChipsTrailer1.jpg,male,Sat Mar 18 00:00:00 1905,Withington,United Kingdom
54,http://www.wikidata.org/entity/Q119798,Michael Douglas,best actor,https://upload.wikimedia.org/wikipedia/commons/3/38/Michael_Douglas_C%C3%A9sar_2016_3.jpg,male,Mon Sep 25 00:00:00 1944,New Brunswick,United States of America
55,http://www.wikidata.org/entity/Q129817,Russell Crowe,best actor,https://upload.wikimedia.org/wikipedia/commons/2/25/Russell_Crowe_%2833994246374%29.jpg,male,Tue Apr  7 00:00:00 1964,Wellington,New Zealand
56,http://www.wikidata.org/entity/Q150943,Gene Hackman,best actor,https://upload.wikimedia.org/wikipedia/commons/4/4d/GeneHackmanJun08.jpg,male,Thu Jan 30 00:00:00 1930,San Bernardino,United States of America
57,http://www.wikidata.org/entity/Q150943,Gene Hackman,best actor,https://upload.wikimedia.org/wikipedia/commons/4/4d/GeneHackmanJun08.jpg,male,Thu Jan 30 00:00:00 1930,San Bernardino,United States of America
58,http://www.wikidata.org/entity/Q153018,Maximilian Schell,best actor,https://upload.wikimedia.org/wikipedia/commons/7/74/1003_Maximilian_Schell.JPG,male,Mon Dec  8 00:00:00 1930,Vienna,Switzerland
59,http://www.wikidata.org/entity/Q160528,Burt Lancaster,best actor,https://upload.wikimedia.org/wikipedia/commons/f/f2/Burt_Lancaster_-_publicity_1947.JPG,male,Sun Nov  2 00:00:00 1913,New York City,United States of America
60,http://www.wikidata.org/entity/Q160528,Burt Lancaster,best actor,https://upload.wikimedia.org/wikipedia/commons/f/f2/Burt_Lancaster_-_publicity_1947.JPG,male,Sun Nov  2 00:00:00 1913,New York City,United States of America
61,http://www.wikidata.org/entity/Q162492,Colin Firth,best actor,https://upload.wikimedia.org/wikipedia/commons/5/58/Colin_Firth_%2836124162705%29_%28cropped%29.jpg,male,Sat Sep 10 00:00:00 1960,Grayshott,United Kingdom
62,http://www.wikidata.org/entity/Q166272,Geoffrey Rush,best actor,https://upload.wikimedia.org/wikipedia/commons/8/8b/Geoffrey_Rush_Cannes_2011.jpg,male,Fri Jul  6 00:00:00 1951,Toowoomba,Australia
63,http://www.wikidata.org/entity/Q166389,Daniel Day-Lewis,best actor,https://upload.wikimedia.org/wikipedia/commons/2/2b/Daniel_Day-Lewis_2007.jpg,male,Mon Apr 29 00:00:00 1957,London,Ireland
64,http://www.wikidata.org/entity/Q167520,Jon Voight,best actor,https://upload.wikimedia.org/wikipedia/commons/9/90/Jon_Voight_2011.jpg,male,Thu Dec 29 00:00:00 1938,Yonkers,United States of America
65,http://www.wikidata.org/entity/Q171736,Robert Duvall,best actor,https://upload.wikimedia.org/wikipedia/commons/e/ea/Robert_Duvall_2_by_David_Shankbone_%28cropped%29.jpg,male,Mon Jan  5 00:00:00 1931,San Diego,United States of America
66,http://www.wikidata.org/entity/Q171745,Jeremy Irons,best actor,https://upload.wikimedia.org/wikipedia/commons/f/f1/Jeremy_Irons.jpg,male,Sun Sep 19 00:00:00 1948,Cowes,United Kingdom
67,http://www.wikidata.org/entity/Q171745,Jeremy Irons,best actor,https://upload.wikimedia.org/wikipedia/commons/f/f1/Jeremy_Irons.jpg,male,Sun Sep 19 00:00:00 1948,Cowes,United Kingdom
68,http://www.wikidata.org/entity/Q171905,Jamie Foxx,best actor,https://upload.wikimedia.org/wikipedia/commons/7/7f/Jamie_Foxx_Deauville_2013_%282%29.jpg,male,Wed Dec 13 00:00:00 1967,Terrell,United States of America
69,http://www.wikidata.org/entity/Q173158,Ben Kingsley,best actor,https://upload.wikimedia.org/wikipedia/commons/3/32/Sir_Ben_Kingsley_by_David_Shankbone.jpg,male,Fri Dec 31 00:00:00 1943,Snainton,United Kingdom
70,http://www.wikidata.org/entity/Q180560,Philip Seymour Hoffman,best actor,https://upload.wikimedia.org/wikipedia/commons/f/f5/Philip_Seymour_Hoffman_2011.jpg,male,Sun Jul 23 00:00:00 1967,Fairport,United States of America
71,http://www.wikidata.org/entity/Q181774,Ray Milland,best actor,https://upload.wikimedia.org/wikipedia/commons/5/5b/Ray_Milland_Markham_1959.JPG,male,Thu Jan  3 00:00:00 1907,Neath,United Kingdom
72,http://www.wikidata.org/entity/Q181774,Ray Milland,best actor,https://upload.wikimedia.org/wikipedia/commons/5/5b/Ray_Milland_Markham_1959.JPG,male,Thu Jan  3 00:00:00 1907,Neath,United Kingdom
73,http://www.wikidata.org/entity/Q181786,Ronald Colman,best actor,https://upload.wikimedia.org/wikipedia/commons/4/45/Ronald_Colman_-_publicity.jpg,male,Mon Feb  9 00:00:00 1891,Richmond,United Kingdom
74,http://www.wikidata.org/entity/Q181799,Richard Dreyfuss,best actor,https://upload.wikimedia.org/wikipedia/commons/0/08/Richard_Dreyfuss_Cannes_2013.jpg,male,Wed Oct 29 00:00:00 1947,Brooklyn,United States of America
75,http://www.wikidata.org/entity/Q181799,Richard Dreyfuss,best actor,https://upload.wikimedia.org/wikipedia/commons/0/08/Richard_Dreyfuss_Cannes_2013.jpg,male,Wed Oct 29 00:00:00 1947,Brooklyn,United States of America
76,http://www.wikidata.org/entity/Q181819,Fredric March,best actor,https://upload.wikimedia.org/wikipedia/commons/3/33/FredricMarch1939.jpg,male,Tue Aug 31 00:00:00 1897,Racine,United States of America
77,http://www.wikidata.org/entity/Q181887,Rex Harrison,best actor,https://upload.wikimedia.org/wikipedia/commons/e/e5/Rex_Harrison_Allan_Warren.jpg,male,Thu Mar  5 00:00:00 1908,Huyton,United Kingdom
78,http://www.wikidata.org/entity/Q181899,Cliff Robertson,best actor,https://upload.wikimedia.org/wikipedia/commons/c/c8/Cliffrobertson.jpg,male,Sun Sep  9 00:00:00 1923,La Jolla,United States of America
79,http://www.wikidata.org/entity/Q181917,David Niven,best actor,https://upload.wikimedia.org/wikipedia/commons/5/55/David_Niven_Allan_Warren.jpg,male,Tue Mar  1 00:00:00 1910,London,United Kingdom
80,http://www.wikidata.org/entity/Q181936,F. Murray Abraham,best actor,https://upload.wikimedia.org/wikipedia/commons/d/dc/F_Murray.Abraham_cropped.jpg,male,Tue Oct 24 00:00:00 1939,Pittsburgh,United States of America
81,http://www.wikidata.org/entity/Q182057,Paul Lukas,best actor,https://upload.wikimedia.org/wikipedia/commons/5/5f/Paul_Lukas_in_The_Casino_Murder_Case_trailer.jpg,male,Sat May 26 00:00:00 1894,Budapest,Hungary
82,http://www.wikidata.org/entity/Q182057,Paul Lukas,best actor,https://upload.wikimedia.org/wikipedia/commons/5/5f/Paul_Lukas_in_The_Casino_Murder_Case_trailer.jpg,male,Sat May 26 00:00:00 1894,Budapest,Hungary
83,http://www.wikidata.org/entity/Q182229,George Arliss,best actor,https://upload.wikimedia.org/wikipedia/commons/d/d6/George_Arliss_cph.3b31151.jpg,male,Fri Apr 10 00:00:00 1868,London,United Kingdom
84,http://www.wikidata.org/entity/Q182292,Paul Muni,best actor,https://upload.wikimedia.org/wikipedia/commons/0/01/Paul_Muni_-_Zola_-_1936.jpg,male,Sun Sep 22 00:00:00 1895,Lviv,United States of America
85,http://www.wikidata.org/entity/Q182349,Broderick Crawford,best actor,https://upload.wikimedia.org/wikipedia/commons/a/a8/Broderick_Crawford_1970.JPG,male,Sat Dec  9 00:00:00 1911,Philadelphia,United States of America
86,http://www.wikidata.org/entity/Q182431,Art Carney,best actor,https://upload.wikimedia.org/wikipedia/commons/8/88/Art_Carney_-_1959.jpg,male,Mon Nov  4 00:00:00 1918,Mount Vernon,United States of America
87,http://www.wikidata.org/entity/Q182450,George C. Scott,best actor,https://upload.wikimedia.org/wikipedia/commons/0/07/George_C._Scott_-_publicity.JPG,male,Tue Oct 18 00:00:00 1927,Wise,United States of America
88,http://www.wikidata.org/entity/Q182450,George C. Scott,best actor,https://upload.wikimedia.org/wikipedia/commons/0/07/George_C._Scott_-_publicity.JPG,male,Tue Oct 18 00:00:00 1927,Wise,United States of America
89,http://www.wikidata.org/entity/Q182763,Forest Whitaker,best actor,https://upload.wikimedia.org/wikipedia/commons/b/b0/ForestWhitaker.jpg,male,Sat Jul 15 00:00:00 1961,Longview,United States of America
90,http://www.wikidata.org/entity/Q185140,Joaquin Phoenix,best actor,https://upload.wikimedia.org/wikipedia/commons/d/d1/Joaquin_Phoenix_in_2018.jpg,male,Mon Oct 28 00:00:00 1974,San Juan,United States of America
91,http://www.wikidata.org/entity/Q188955,Matthew McConaughey,best actor,https://upload.wikimedia.org/wikipedia/commons/c/c9/Matthew_McConaughey_Cannes_2015.jpg,male,Tue Nov  4 00:00:00 1969,Uvalde,United States of America
92,http://www.wikidata.org/entity/Q189422,Jean Dujardin,best actor,https://upload.wikimedia.org/wikipedia/commons/9/96/Christophe_Lambert_et_Jean_Dujardin_%28Cropped%29.jpg,male,Mon Jun 19 00:00:00 1972,Rueil-Malmaison,France
0,http://www.wikidata.org/entity/Q709583,Steve Tesich,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/8/81/Steve_Tesich_003.jpg,male,Tue Sep 29 00:00:00 1942,Užice,United States of America
1,http://www.wikidata.org/entity/Q717302,Dustin Lance Black,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/e/e4/Dustin_Lance_Black_on_Forum_Stage_at_Web_Summit_2017_%2824373767078%29.jpg,male,Mon Jun 10 00:00:00 1974,Sacramento,United States of America
2,http://www.wikidata.org/entity/Q720293,David S. Ward,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/2/20/David_S_Ward.jpg,male,Thu Oct 25 00:00:00 1945,Providence,United States of America
3,http://www.wikidata.org/entity/Q721922,Robert Towne,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/3/3f/Robert_Towne_1.jpg,male,Fri Nov 23 00:00:00 1934,Los Angeles,United States of America
4,http://www.wikidata.org/entity/Q724586,Bo Goldman,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/1/16/Goldman_bo.jpg,male,Sat Sep 10 00:00:00 1932,New York City,United States of America
5,http://www.wikidata.org/entity/Q728542,Ring Lardner,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/c/cf/Nine_of_the_Hollywood_10_charged_with_contempt_of_Congress_1947.jpg,male,Thu Aug 19 00:00:00 1915,Chicago,United States of America
6,http://www.wikidata.org/entity/Q956533,Herman J. Mankiewicz,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/2/26/Herman-Mankiewicz.jpg,male,Sun Nov  7 00:00:00 1897,New York City,United States of America
7,http://www.wikidata.org/entity/Q959259,Waldo Salt,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/7/7a/Waldo_Salt.jpg,male,Sun Oct 18 00:00:00 1914,Chicago,United States of America
8,http://www.wikidata.org/entity/Q968840,Kenneth Lonergan,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/6/61/Kenneth_Lonergan_Viennale_2016_opening_4_%28cropped%29.jpg,male,Tue Oct 16 00:00:00 1962,New York City,United States of America
9,http://www.wikidata.org/entity/Q982880,William Inge,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/4/48/Williaminge.jpg,male,Sat May  3 00:00:00 1913,Kansas,United States of America
10,http://www.wikidata.org/entity/Q1336850,Frank Pierson,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/e/ed/Frank-Pierson-in-Persepolis.jpg,male,Tue May 12 00:00:00 1925,Westchester County,United States of America
11,http://www.wikidata.org/entity/Q1349456,John Patrick Shanley,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/5/55/JohnPatrickShanley-2011.jpg,male,Tue Oct  3 00:00:00 1950,The Bronx,United States of America
12,http://www.wikidata.org/entity/Q1362097,Robert E. Sherwood,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/8/83/Robert-Sherwood-1928.jpg,male,Sat Apr  4 00:00:00 1896,New Rochelle,United States of America
13,http://www.wikidata.org/entity/Q1752144,Alan Ball,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f4/BALL_Allan-24x30-2008b.jpg,male,Mon May 13 00:00:00 1957,Atlanta,United States of America
14,http://www.wikidata.org/entity/Q1858445,Pierre Bismuth,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/5/57/Pierre_Bismuth.jpeg,male,Thu Jun  6 00:00:00 1963,Neuilly-sur-Seine,France
15,http://www.wikidata.org/entity/Q1911409,Maurice Richlin,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/96/Mauricerichlin.jpg,male,Mon Feb 23 00:00:00 1920,Omaha,United States of America
16,http://www.wikidata.org/entity/Q3371986,Jordan Peele,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/3/30/Jordan_Peele_Peabody_2014_%28cropped%29.jpg,male,Wed Feb 21 00:00:00 1979,New York City,United States of America
17,http://www.wikidata.org/entity/Q6289383,Josh Singer,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/9/9f/Josh_Singer_in_2018.jpg,male,1972,Philadelphia,United States of America
18,http://www.wikidata.org/entity/Q13595311,Joel Coen,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/e/e3/Joel_Coen%28CannesPhotocall%29--.jpg,male,Mon Nov 29 00:00:00 1954,St. Louis Park,United States of America
19,http://www.wikidata.org/entity/Q13595531,Ethan Coen,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/b/b5/Ethan_Coen_%28Berlin_Film_Festival_2011%29.jpg,male,Sat Sep 21 00:00:00 1957,St. Louis Park,United States of America
20,http://www.wikidata.org/entity/Q19359024,Armando Bó,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f9/ARMANDO_BO_.jpg,male,Sat Dec  9 00:00:00 1978,Buenos Aires,Argentina
21,http://www.wikidata.org/entity/Q3772,Quentin Tarantino,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/0/0b/Quentin_Tarantino_by_Gage_Skidmore.jpg,male,Wed Mar 27 00:00:00 1963,Knoxville,United States of America
22,http://www.wikidata.org/entity/Q24829,Orson Welles,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/ff/Orson_Welles_1937.jpg,male,Thu May  6 00:00:00 1915,Kenosha,United States of America
23,http://www.wikidata.org/entity/Q25089,Woody Allen,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f5/Woody_Allen_Cannes_2011.jpg,male,Sun Dec  1 00:00:00 1935,Brooklyn,United States of America
24,http://www.wikidata.org/entity/Q51547,Billy Wilder,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/7/76/Gloria_Swanson_%26_Billy_Wilder_-_ca._1950.JPG,male,Fri Jun 22 00:00:00 1906,Sucha Beskidzka,United States of America
25,http://www.wikidata.org/entity/Q53006,Pietro Germi,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/c/c6/Pietro_Germi.jpg,male,Mon Sep 14 00:00:00 1914,Genoa,Italy
26,http://www.wikidata.org/entity/Q55171,Pedro Almodóvar,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/4/44/Pedro_Almod%C3%B3var_at_Premios_Goya_2017_1_%28cropped%29.jpg,male,Sun Sep 25 00:00:00 1949,Calzada de Calatrava,Spain
27,http://www.wikidata.org/entity/Q55215,Alejandro González Iñárritu,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f7/Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu.jpg,male,Thu Aug 15 00:00:00 1963,Mexico City,Mexico
28,http://www.wikidata.org/entity/Q55428,Neil Jordan,orig screenplay,https://upload.wikimedia.org/wikipedia/commons/f/f0/Neil_Jordan_by_David_Shankbone.jpg,male,Sat Feb 25 00:00:00 1950,Sligo,Ireland
